propertyid,transdate,transvalue,transdate_previous,transvalue_previous,bathroomcnt,bedroomcnt,builtyear,finishedsquarefeet,lotsizesquarefeet,storycnt,latitude,longitude,usecode,censustract,viewtypeid
48905249,11/23/2005,503000,9/14/2000,340000,2.5,4,1996,2260,5021,2,47570637,-122004988,9,32212,
48905249,11/23/2005,503000,7/8/2002,362950,2.5,4,1996,2260,5021,2,47570637,-122004988,9,32212,
48905857,12/8/2005,625000,,,1.75,6,1968,2660,5850,1,47683274,-122325980,9,2700,
48906341,9/2/2005,500000,4/2/1991,229900,1.75,3,1990,2180,14734,2,47483156,-121767495,9,32704,
48906349,11/17/2005,352000,5/8/1996,172500,1.75,4,1963,2510,7175,1,47431052,-122287249,9,28802,
48906561,10/27/2005,427000,9/22/1999,275000,1,2,1935,1560,4933,1,47565178,-122315085,9,10000,
48906561,10/27/2005,427000,5/28/2002,349000,1,2,1935,1560,4933,1,47565178,-122315085,9,10000,
48906581,11/30/2005,380000,,,1,2,1941,870,9600,1,47566170,-122315059,9,10000,
48907161,11/3/2005,299999,3/20/1997,137800,1,2,1931,1090,12650,1,47767068,-122308724,9,20401,
48907161,11/3/2005,299999,3/17/2005,241045,1,2,1931,1090,12650,1,47767068,-122308724,9,20401,
48907293,11/23/2005,290000,,,1,2,1952,990,9000,1,47766941,-122317459,9,20500,
48907453,9/14/2005,479000,1/20/1994,142500,3,3,1906,2330,4000,1,47654590,-122344321,9,5400,
48907585,11/8/2005,105500,,,1,3,1975,1250,9655,1,47315239,-122126859,9,31204,
48907689,12/12/2005,615000,,,1.5,1,1990,1960,14375,1,47534847,-121887685,9,32602,3
48907705,9/15/2005,795000,5/26/1994,325000,1.75,3,1981,2700,32000,2,47533069,-121883500,9,32602,3
48907865,11/21/2005,410000,,,1.5,2,1964,1560,8704,2,47687802,-122192718,9,22500,3
48907977,11/30/2005,360000,4/16/1997,147500,1.75,3,1960,2190,7324,1,47769858,-122317857,9,20401,
48907977,11/30/2005,360000,3/23/1998,167600,1.75,3,1960,2190,7324,1,47769858,-122317857,9,20401,
48908317,12/16/2005,400000,11/15/1999,165000,1,2,1926,1200,6000,1,47712210,-122281359,9,900,
48908929,9/19/2005,95000,,,1,1,1921,630,5494,1,47531030,-122275704,9,11800,
48908937,10/21/2005,280000,5/9/1996,85000,1,3,1925,1470,4448,2,47531314,-122277061,9,11800,
48909049,12/22/2005,245000,,,1,3,1968,970,5787,1,47528428,-122279330,9,11700,
48909141,12/22/2005,320000,11/5/1998,177800,2,3,1967,2060,5840,1,47527317,-122282751,9,11700,
48909197,10/3/2005,270000,2/28/2002,197000,1,2,1954,1290,5594,1,47526364,-122284429,9,11700,
48909821,12/16/2005,500000,,,2.5,3,1989,2770,13906,2,47373112,-122028101,9,32009,
48910229,12/1/2005,546000,9/19/1988,140000,1.5,5,1959,2300,9016,1,47756064,-122273436,9,21500,3
48910601,10/28/2005,388000,10/24/1994,116000,1,3,1918,980,23925,1,47772429,-122291450,9,20402,
48910601,10/28/2005,388000,10/31/1996,140000,1,3,1918,980,23925,1,47772429,-122291450,9,20402,
48910601,10/28/2005,388000,5/31/2001,225000,1,3,1918,980,23925,1,47772429,-122291450,9,20402,
48910601,10/28/2005,388000,5/24/2002,215900,1,3,1918,980,23925,1,47772429,-122291450,9,20402,
48910601,10/28/2005,388000,8/28/2003,231000,1,3,1918,980,23925,1,47772429,-122291450,9,20402,
48910693,10/31/2005,499900,,,1.75,4,1977,3740,22400,1,47770636,-122283886,9,21500,
48910765,10/26/2005,275000,,,,,,,18062,,47769184,-122276342,9,21500,8
48911129,12/15/2005,260000,,,1.75,2,1937,1200,6615,1,47759205,-122308557,9,20500,
48911709,11/18/2005,351000,4/27/1994,175000,1.75,3,1960,1420,12000,1,47770633,-122271049,9,21500,2
48911709,11/18/2005,351000,10/31/2002,252000,1.75,3,1960,1420,12000,1,47770633,-122271049,9,21500,2
48911821,10/26/2005,335000,10/19/1988,90500,1.75,3,1982,1310,12387,1,47769619,-122265909,9,21600,
48911897,9/21/2005,333000,6/15/1999,189000,1,3,1982,1200,9126,1,47774502,-122268304,9,21600,
48912105,10/31/2005,490000,12/27/1993,149000,1.75,3,1983,1360,7983,2,47771210,-122291927,9,20402,
48912105,10/31/2005,490000,1/28/1998,195000,1.75,3,1983,1360,7983,2,47771210,-122291927,9,20402,
48912105,10/31/2005,490000,11/19/2001,249000,1.75,3,1983,1360,7983,2,47771210,-122291927,9,20402,
48912425,12/28/2005,1160000,10/17/2001,1290000,3.25,4,1994,4500,10608,2,47564726,-122184744,9,24701,3
48912621,9/27/2005,348500,3/31/1988,75000,1,3,1956,1310,7600,1,47599442,-122127259,9,23300,
48912913,10/20/2005,287500,,,1.5,3,1957,1270,13774,1,47600482,-122117825,9,23300,
48912961,12/8/2005,410000,8/3/1988,85000,1.5,4,1957,2270,9856,1,47602768,-122117467,9,23300,
48913049,10/26/2005,465000,,,1.75,3,1957,1850,8400,1,47605660,-122117482,9,23300,
48913397,10/11/2005,265000,7/31/1995,126000,1,3,1958,990,9600,1,47606650,-122132531,9,23300,
48914017,10/19/2005,440000,4/19/1999,219000,2.25,3,1960,1670,8250,1,47615953,-122117048,9,23100,
48914017,10/19/2005,440000,5/14/1999,229950,2.25,3,1960,1670,8250,1,47615953,-122117048,9,23100,
48914085,11/10/2005,499500,3/17/1995,192500,1.75,3,1961,1750,8250,1,47615346,-122112323,9,23100,8
48914085,11/10/2005,499500,8/28/1998,262500,1.75,3,1961,1750,8250,1,47615346,-122112323,9,23100,8
48914381,10/14/2005,363000,3/26/1997,186500,1.75,3,1962,1570,6996,1,47607811,-122134147,9,23300,
48914489,10/28/2005,301000,,,1.5,3,1962,1200,9000,1,47603867,-122133504,9,23300,
48914525,10/3/2005,406000,,,1.5,5,1961,2070,7600,1,47607469,-122127999,9,23300,
48914545,9/29/2005,415000,8/23/1996,163500,2.25,3,1961,1980,7700,1,47607669,-122127365,9,23300,
48915661,10/6/2005,455000,1/24/1995,195000,2.25,4,1968,1980,8400,2,47593086,-122117798,9,23300,
48915661,10/6/2005,455000,12/13/2004,370000,2.25,4,1968,1980,8400,2,47593086,-122117798,9,23300,
48916065,9/27/2005,535000,,,2.5,3,1999,2410,14222,2,47766089,-121896768,9,32401,3
48916761,10/28/2005,1750000,7/31/1992,813000,5.5,4,1992,5780,47443,2,47726979,-122042051,9,32312,
48917069,9/2/2005,825000,12/30/1992,300000,2.5,5,1974,2970,13554,1,47715328,-122257029,9,22300,3
48917229,11/7/2005,920000,6/13/2000,577200,2.5,3,1990,3020,15300,2,47707296,-122247092,9,22300,3
48917445,9/14/2005,300000,,,1.5,3,1943,1710,7080,1,47504537,-122231374,9,26001,3
48917721,11/7/2005,415000,,,1.75,4,1941,2580,8493,2,47508488,-122239934,9,26001,3
48918217,12/30/2005,255000,,,1,3,1945,880,8151,1,47500496,-122248591,9,11900,
48918233,12/21/2005,215000,7/16/1992,82000,1,3,1945,1330,6325,2,47500764,-122247786,9,11900,
48918269,9/9/2005,262900,,,1,2,1945,1340,6496,2,47499500,-122248253,9,11900,
48919449,10/25/2005,410000,,,1.75,2,1911,1200,4800,2,47658174,-122334280,9,5100,
48919849,9/23/2005,550000,1/31/1996,188000,2.5,4,1911,1860,4320,2,47652839,-122338963,9,5400,2
48920369,9/22/2005,687000,8/31/2000,393000,1.5,4,1918,2140,3250,2,47663038,-122337902,9,5000,
48921473,9/15/2005,565000,7/31/2000,367000,2.5,4,1994,2420,7744,2,47533992,-122179783,9,24702,
48921665,10/21/2005,760000,,,2.75,5,1966,2640,17651,1,47641039,-122205283,9,24000,3
48921913,9/20/2005,389500,3/7/1990,49950,2.5,5,1990,3320,6279,2,47373562,-122041525,9,32009,
48921961,11/14/2005,393500,6/23/1997,235000,2.5,3,1991,2450,7890,2,47368908,-122039367,9,32009,4
48921961,11/14/2005,393500,4/22/1999,250000,2.5,3,1991,2450,7890,2,47368908,-122039367,9,32009,4
48921969,9/14/2005,342000,2/17/2000,224900,2.75,4,1990,1940,6555,2,47370044,-122040651,9,32009,4
48922089,11/18/2005,350000,,,,,,,169620,,47359316,-122041869,9,,
48922569,10/7/2005,380000,12/15/1998,204950,2.5,4,1998,2430,6615,2,47261711,-122214866,9,31000,2
48922569,10/7/2005,380000,12/29/1999,230000,2.5,4,1998,2430,6615,2,47261711,-122214866,9,31000,2
48922569,10/7/2005,380000,4/1/2003,265000,2.5,4,1998,2430,6615,2,47261711,-122214866,9,31000,2
48922725,11/18/2005,409995,,,2.75,5,1998,2360,14560,2,47262999,-122210448,9,31000,
48922825,12/15/2005,506950,9/27/1999,290370,2.75,5,1999,2850,7864,2,47258145,-122221766,9,31000,
48922825,12/15/2005,506950,4/9/2004,339000,2.75,5,1999,2850,7864,2,47258145,-122221766,9,31000,
48922957,10/19/2005,322000,9/1/1989,139950,2.5,4,1990,2090,7683,2,47264392,-122218337,9,31000,
48922961,9/30/2005,347550,11/17/2000,210000,2.25,4,1985,2170,10143,2,47264099,-122218221,9,31000,
48923365,9/2/2005,1600000,,,3.25,3,1990,3250,12827,2,47581526,-122213055,9,24400,3
48923809,10/21/2005,833000,,,3.5,4,1997,3080,10016,1,47554567,-122110203,9,25003,
48923921,12/9/2005,1395000,,,3.5,4,1997,4080,16063,2,47552280,-122107464,9,25003,8
48923945,10/20/2005,1285000,,,3.5,4,1998,5320,16243,1,47551507,-122108588,9,25003,8
48924237,11/15/2005,1100000,1/26/1990,487000,2.5,4,1990,3760,32100,2,47545553,-122121940,9,25003,
48924393,12/9/2005,459950,,,1.75,4,1968,2770,10300,1,47764841,-122268666,9,21500,8
48925925,11/7/2005,329950,,,1.5,2,1914,1410,4800,1,47562021,-122271097,9,10100,
48925957,9/30/2005,341500,,,1,1,1905,830,7200,1,47562679,-122270211,9,10100,3
48926001,10/20/2005,525000,2/29/2000,319000,1.75,2,1942,1830,7200,1,47557418,-122267784,9,10200,3
48926057,10/28/2005,257400,3/15/1993,106375,1.5,3,1980,1600,9604,2,47359522,-122057876,9,32008,
48926057,10/28/2005,257400,10/14/1997,115000,1.5,3,1980,1600,9604,2,47359522,-122057876,9,32008,
48926057,10/28/2005,257400,8/29/2003,186600,1.5,3,1980,1600,9604,2,47359522,-122057876,9,32008,
48926093,9/13/2005,275000,6/1/1994,134950,1.75,3,1980,1370,9601,1,47361689,-122058826,9,32007,
48926629,11/18/2005,231200,3/17/2003,165000,1.75,3,1963,1620,10112,1,47320022,-122351568,9,30201,
48926797,9/26/2005,415000,,,2.75,4,1915,2940,9000,2,47559282,-122298758,9,10400,2
48926877,10/25/2005,374500,,,2.25,3,1960,1990,6360,1,47555927,-122301452,9,10400,
48927053,11/28/2005,280950,10/6/1992,139800,2.5,3,1990,1840,7270,2,47359617,-122086641,9,32005,
48927577,9/28/2005,457000,,,2.25,3,1961,1830,10375,1,47680542,-122165845,9,22604,
48927837,10/31/2005,350000,6/14/1996,155000,1.75,4,1965,1920,8000,1,47489585,-122222294,9,26002,8
48927837,10/31/2005,350000,6/27/1997,162000,1.75,4,1965,1920,8000,1,47489585,-122222294,9,26002,8
48927881,10/11/2005,450000,4/18/2002,139950,2.5,4,2004,3020,7700,2,47493915,-122221856,9,26002,
48928093,10/5/2005,479950,3/31/1989,145000,1.75,7,1925,2760,4000,2,47657242,-122328178,9,5100,8
48928201,9/13/2005,3600000,,,2.25,3,1938,3540,11310,2,47656399,-122271131,9,4100,3
48929833,11/29/2005,275000,6/6/1996,120000,2,4,1975,1710,7980,1,47350497,-122306626,9,30004,
48929833,11/29/2005,275000,2/25/1998,140000,2,4,1975,1710,7980,1,47350497,-122306626,9,30004,
48929897,12/23/2005,242000,,,1.75,4,1963,1610,7350,1,47342995,-122302809,9,30002,
48929905,10/31/2005,275000,4/15/1998,135000,2.25,5,1964,1960,8750,1,47339591,-122303586,9,30002,
48929917,10/31/2005,297000,,,2.5,4,1964,1910,7260,1,47340904,-122303965,9,30002,
48929949,9/29/2005,245000,6/3/2002,479000,1.75,3,1964,1380,7857,1,47341857,-122304991,9,30002,
48929957,9/20/2005,319000,,,2,3,1965,1810,7364,1,47342778,-122306761,9,30002,
48930117,12/16/2005,330000,,,1,2,1909,970,5962,1,47573470,-122385351,9,9800,
48930253,12/16/2005,860000,9/23/1994,219950,1,4,1906,2260,2700,2,47622232,-122310848,9,7600,
48930253,12/16/2005,860000,9/30/2003,699000,1,4,1906,2260,2700,2,47622232,-122310848,9,7600,
48930277,9/30/2005,749950,12/3/2004,510230,1.5,3,1905,2030,3906,2,47622957,-122309002,9,7600,
48930593,9/27/2005,1025000,4/11/2001,540000,4,7,1900,3320,7200,3,47632590,-122362879,9,6900,
48930649,10/4/2005,559000,7/23/1991,179950,1,2,1904,1050,3600,2,47632798,-122358728,9,6800,
48930761,10/12/2005,577000,2/18/1999,300000,2.5,3,1992,2220,5720,2,47660418,-122401760,9,5700,4
48931185,10/20/2005,148950,7/20/1994,48500,1,2,1969,780,2904,2,47315837,-122180759,9,31206,
48931185,10/20/2005,148950,1/17/2002,97000,1,2,1969,780,2904,2,47315837,-122180759,9,31206,
48931193,12/16/2005,177200,3/2/1995,52000,1,3,1969,960,3200,1,47317113,-122181852,9,31206,
48931193,12/16/2005,177200,2/29/1996,76500,1,3,1969,960,3200,1,47317113,-122181852,9,31206,
48931197,9/29/2005,169000,2/26/2004,128500,1,3,1969,1010,4067,1,47316906,-122182459,9,31206,
48931797,9/16/2005,432990,12/23/2004,367000,2.5,4,1998,2040,28448,2,47735126,-121954763,9,32401,4
48931945,12/12/2005,370000,,,1.5,2,1925,1380,8400,2,47521639,-122268902,9,11800,
48932453,11/9/2005,555000,9/6/1995,319950,2.5,4,1989,2710,36013,2,47730537,-122084596,9,32322,
48932549,10/28/2005,205000,7/19/1988,50501,1,2,1920,1640,5160,1,47525054,-122358155,9,11400,
48932625,9/29/2005,230000,9/30/1994,87500,1,3,1970,880,5120,1,47526961,-122355451,9,11400,
48932625,9/29/2005,230000,3/14/1997,95500,1,3,1970,880,5120,1,47526961,-122355451,9,11400,
48932625,9/29/2005,230000,1/30/2004,181000,1,3,1970,880,5120,1,47526961,-122355451,9,11400,
48932701,10/6/2005,245000,11/12/1993,120500,1.75,5,1963,2030,5120,1,47526846,-122359494,9,11400,8
48932885,10/11/2005,300000,5/27/1994,109950,1,3,1948,880,5160,1,47531530,-122357364,9,11400,
48932885,10/11/2005,300000,4/20/2000,150000,1,3,1948,880,5160,1,47531530,-122357364,9,11400,
48933245,9/23/2005,325000,3/20/1997,122000,1,2,1940,860,5021,1,47701259,-122337347,9,1300,
48933245,9/23/2005,325000,5/25/1999,179000,1,2,1940,860,5021,1,47701259,-122337347,9,1300,
48933245,9/23/2005,325000,2/22/2002,214950,1,2,1940,860,5021,1,47701259,-122337347,9,1300,
48933357,11/18/2005,280000,,,1,3,1930,970,5000,1,47699170,-122336863,9,1300,
48934081,10/12/2005,560000,2/15/1995,183500,2.25,4,1922,1986,6000,2,47537450,-122389545,9,11600,3
48934109,12/8/2005,429000,6/30/1995,190500,1.75,2,1955,1710,5000,1,47573787,-122378489,9,9800,8
48934109,12/8/2005,429000,7/14/1995,180000,1.75,2,1955,1710,5000,1,47573787,-122378489,9,9800,8
48935121,11/8/2005,302000,9/18/1998,184000,1.75,4,1978,2260,13595,1,47454205,-122290364,9,28402,
48935413,11/2/2005,240000,,,0.75,2,1944,1070,8027,1,47478269,-122344243,9,27500,
48935617,12/30/2005,455000,1/23/2004,370000,1,3,1949,2590,8784,1,47720948,-122349051,9,402,
48935957,12/1/2005,277000,8/28/1996,160000,1.25,2,1983,2040,9472,2,47380460,-122211852,9,29503,8
48935989,11/7/2005,503000,,,1,2,1947,1230,3948,1,47678273,-122289565,9,3900,
48936009,12/20/2005,365000,8/5/1997,183000,2.5,4,1994,1890,7349,2,47363247,-122184899,9,29601,
48936009,12/20/2005,365000,6/21/2001,225000,2.5,4,1994,1890,7349,2,47363247,-122184899,9,29601,
48936053,9/16/2005,255000,12/17/1999,136500,1,3,1918,780,7860,1,47530420,-122371626,9,11500,
48936053,9/16/2005,255000,2/7/2003,180000,1,3,1918,780,7860,1,47530420,-122371626,9,11500,
48936281,10/20/2005,205000,3/15/1999,50000,1,2,1944,650,7560,1,47525652,-122371630,9,11500,
48936505,9/13/2005,312950,7/12/1994,97000,1,2,1923,700,7800,1,47521542,-122373647,9,11500,
48936669,10/21/2005,223000,,,1.5,2,1966,1190,7560,1,47387459,-122226020,9,29204,
48936905,9/8/2005,274500,,,1,2,1950,940,7700,2,47719959,-122327166,9,600,
48936977,11/29/2005,900000,9/4/2003,580000,1.75,4,1926,2580,4000,2,47636488,-122279961,9,6300,
48937053,9/9/2005,742500,4/30/1998,354000,1,3,1939,910,6000,1,47638483,-122278069,9,6300,
48937053,9/9/2005,742500,6/16/2000,405000,1,3,1939,910,6000,1,47638483,-122278069,9,6300,
48938517,10/3/2005,237000,10/4/1995,108500,1,3,1954,1700,21439,1,47281816,-122345709,9,30310,
48938517,10/3/2005,237000,2/18/2004,178400,1,3,1954,1700,21439,1,47281816,-122345709,9,30310,
48939045,12/1/2005,253000,,,1,4,1943,1440,8410,2,47453977,-122288033,9,28402,
48939105,10/31/2005,230000,,,1,2,1943,770,8700,1,47449180,-122290899,9,28402,
48939121,12/9/2005,244000,8/16/1994,107000,1,2,1943,800,9425,1,47446352,-122290910,9,28402,8
48939361,11/21/2005,354750,10/1/1997,166000,1.5,3,1961,1630,7204,1,47777455,-122338625,9,20300,
48939537,10/3/2005,525000,10/30/1992,155000,1.5,3,1925,2010,5360,2,47688549,-122397902,9,3100,
48939593,11/30/2005,430000,8/25/1995,152000,2,3,1940,1540,3880,1,47685636,-122392241,9,3100,8
48939593,11/30/2005,430000,9/22/2003,339950,2,3,1940,1540,3880,1,47685636,-122392241,9,3100,8
48939677,12/21/2005,580000,,,2,3,1913,2440,3880,2,47686082,-122391171,9,3100,
48939949,12/7/2005,390000,,,1,1,1925,680,3960,1,47689997,-122391170,9,3100,
48940065,10/28/2005,659000,10/14/1999,425000,1,5,1914,1670,3664,2,47669461,-122358733,9,3400,8
48940289,11/29/2005,435000,7/15/2002,235000,1.75,3,1967,1370,12420,1,47693736,-122169873,9,22603,
48941045,12/16/2005,311000,,,1,3,1950,940,7125,1,47574531,-122391166,9,9702,
48941237,10/28/2005,353000,,,1,3,1957,1110,3300,1,47626871,-122297717,9,6400,
48941665,10/17/2005,679950,12/20/2001,165000,2.5,3,2003,2000,4000,2,47623784,-122297351,9,7700,
48941953,11/7/2005,489000,6/2/2003,318500,1,3,1947,1050,10800,1,47576261,-122222545,9,24400,
48941953,11/7/2005,489000,8/18/2004,378000,1,3,1947,1050,10800,1,47576261,-122222545,9,24400,
48942381,10/7/2005,300000,12/21/1993,142000,2.5,3,1989,1870,5983,2,47284994,-122351214,9,23802,
48942381,10/7/2005,300000,10/31/1996,157900,2.5,3,1989,1870,5983,2,47284994,-122351214,9,23802,
48942381,10/7/2005,300000,8/31/1999,179000,2.5,3,1989,1870,5983,2,47284994,-122351214,9,23802,
48942521,11/14/2005,246888,12/20/2002,171000,1,2,1950,810,8400,1,47506298,-122366759,9,26700,
48942761,10/13/2005,672000,7/26/1996,260500,1.75,4,1954,2710,5000,1,47645241,-122405258,9,5600,8
48942881,12/5/2005,510000,3/24/1998,269500,1.75,3,1948,1960,4259,1,47653503,-122412659,9,5600,
48942881,12/5/2005,510000,11/26/2003,419000,1.75,3,1948,1960,4259,1,47653503,-122412659,9,5600,
48943573,12/2/2005,670000,9/29/1992,255000,2.5,3,1988,3170,13611,2,47589665,-122130111,9,23300,
48944217,11/28/2005,449000,4/19/1993,197000,2,3,1956,1880,9350,1,47442633,-122338138,9,28600,3
48944217,11/28/2005,449000,9/19/1994,222000,2,3,1956,1880,9350,1,47442633,-122338138,9,28600,3
48944217,11/28/2005,449000,8/1/2003,349500,2,3,1956,1880,9350,1,47442633,-122338138,9,28600,3
48944721,11/30/2005,212000,,,1,3,1955,1210,8588,1,47412780,-122293823,9,28802,
48944949,11/16/2005,259500,3/13/1996,124200,1,3,1962,1510,8352,1,47384058,-122309099,9,29003,
48945249,11/29/2005,355000,,,1.75,3,1978,1960,14880,2,47463877,-122069124,9,31904,2
48945545,11/28/2005,285400,8/31/1995,119950,1,2,1941,720,4000,1,47691031,-122308346,9,2000,
48945545,11/28/2005,285400,3/17/2000,196480,1,2,1941,720,4000,1,47691031,-122308346,9,2000,
48945629,12/27/2005,399000,4/30/1998,219119,1,3,1947,1260,4896,1,47692607,-122322696,9,1900,
48945829,11/30/2005,420000,,,2,3,1945,1400,5376,2,47694548,-122320013,9,1900,
48945873,11/2/2005,450000,,,1,5,1927,1450,5376,2,47694385,-122315180,9,2000,
48945957,10/21/2005,430500,3/17/2004,339950,1,3,1930,1350,3920,2,47695478,-122320016,9,1900,
48946297,10/21/2005,425000,,,1.75,4,1957,2300,4968,1,47692429,-122301699,9,2100,
48946553,9/16/2005,416200,6/12/1996,156000,1,4,1946,1400,4896,2,47696454,-122312436,9,2000,
48946573,10/26/2005,272600,,,1,3,1933,1340,5200,2,47696439,-122310307,9,2000,8
48947013,11/29/2005,365000,11/26/2003,259950,1,2,1947,1290,6930,1,47702293,-122303590,9,1100,
48947217,12/27/2005,340000,,,1,2,1941,990,7168,1,47703758,-122303991,9,1100,
48947237,10/28/2005,423000,,,1,3,1946,2020,9570,1,47704174,-122306063,9,1100,
48947449,11/10/2005,427000,9/6/1995,164900,2,3,1931,1280,4320,1,47694431,-122322742,9,1900,
48947449,11/10/2005,427000,2/10/2000,240600,2,3,1931,1280,4320,1,47694431,-122322742,9,1900,
48947645,11/10/2005,394900,12/17/1998,235000,2.25,3,1990,2320,7432,2,47463013,-122152201,9,25702,2
48947729,9/19/2005,380000,11/7/1997,237000,2.5,4,1987,2980,8625,2,47459763,-122149934,9,25702,2
48947729,9/19/2005,380000,5/28/1999,250000,2.5,4,1987,2980,8625,2,47459763,-122149934,9,25702,2
48947989,9/19/2005,314000,2/6/1998,155175,1.75,3,1977,2200,13350,1,47450625,-122081731,9,31906,
48947989,9/19/2005,314000,6/28/2000,185500,1.75,3,1977,2200,13350,1,47450625,-122081731,9,31906,
48948269,10/7/2005,525000,5/17/2000,300000,1,3,1954,1330,255697,1,47395048,-122059544,9,32007,2
48948337,9/22/2005,737200,3/26/1993,353000,2.5,3,1992,2980,4199,2,47643277,-122373967,9,5900,3
48948337,9/22/2005,737200,7/29/1996,369000,2.5,3,1992,2980,4199,2,47643277,-122373967,9,5900,3
48949125,11/4/2005,243950,8/19/1992,90000,1,2,1944,800,8190,1,47476393,-122172691,9,25600,
48949733,11/15/2005,420000,,,1.75,4,1966,2520,9440,1,47333655,-122336075,9,30100,3
48949741,10/20/2005,510000,9/26/2003,335000,1.75,4,1977,2470,9500,1,47334151,-122336644,9,30100,3
48949949,9/15/2005,298000,2/25/1997,142950,1,3,1967,1010,7762,1,47726825,-122223796,9,22201,
48950097,11/21/2005,241950,9/6/2002,165000,1,2,1953,720,7718,1,47507847,-122342630,9,26801,
48950449,10/26/2005,264200,,,1.75,3,1959,1630,12325,1,47334494,-122320839,9,30100,
48950573,11/18/2005,310100,8/9/2002,229000,1.5,3,1960,1510,11200,1,47334709,-122324856,9,30100,
48951125,9/28/2005,259500,4/14/1995,112500,1.5,3,1958,1500,21336,1,47329418,-122351229,9,30100,
48951185,12/7/2005,329650,4/1/1994,139950,1.75,5,1978,2560,8100,1,47329945,-122322560,9,30202,
48951261,9/16/2005,1265000,,,1.75,3,1928,2070,7960,2,47525732,-122394562,9,11600,3
48952041,10/31/2005,341000,,,1.75,4,1964,1660,12986,1,47507604,-122158184,9,25101,
48952221,10/13/2005,450000,,,3.25,3,1969,3820,29519,1,47471978,-122128592,9,31903,
48952573,11/15/2005,395500,8/15/1997,231000,3,3,1995,2370,6630,2,47402251,-122170476,9,29405,
48952573,11/15/2005,395500,6/28/2001,279500,3,3,1995,2370,6630,2,47402251,-122170476,9,29405,
48952825,9/15/2005,460000,3/16/1999,271000,1.75,5,1971,1900,7200,1,47697873,-122284042,9,2200,
48952825,9/15/2005,460000,5/30/2003,390000,1.75,5,1971,1900,7200,1,47697873,-122284042,9,2200,
48952977,10/17/2005,829000,1/29/1999,300000,3,3,1974,3475,14000,1,47403875,-122434425,9,27702,3
48953417,10/4/2005,635000,2/20/2004,280000,1,2,1920,1150,4000,1,47645862,-122352050,9,6000,
48953417,10/4/2005,635000,2/4/2005,550000,1,2,1920,1150,4000,1,47645862,-122352050,9,6000,
48953577,11/23/2005,500000,7/21/1994,183000,1.75,4,1940,1680,4945,1,47643704,-122351382,9,6000,
48953577,11/23/2005,500000,7/17/2002,370000,1.75,4,1940,1680,4945,1,47643704,-122351382,9,6000,
48954017,9/9/2005,371700,,,1.75,3,1936,1790,8400,2,47558457,-122278704,9,10300,
48954613,11/4/2005,539000,4/28/1998,345000,1.75,2,1941,1330,5400,1,47568044,-122273650,9,10100,3
48954785,12/8/2005,394500,,,2.75,3,1971,1960,7200,1,47750778,-122336472,9,20600,
48955013,9/27/2005,352775,9/24/1998,258500,1.75,4,1967,2070,9121,1,47772360,-122201310,9,21804,
48955057,10/13/2005,396000,,,2.25,4,1976,2690,9850,2,47773820,-122196520,9,21804,
48955117,12/5/2005,330000,11/13/1992,133000,1.5,4,1958,1940,8406,1,47748972,-122344018,9,20700,
48956005,10/21/2005,435000,7/29/1996,204000,1.75,3,1950,1640,7000,1,47588976,-122242774,9,24300,
48956169,9/2/2005,660000,1/29/1998,260000,1,2,1918,1240,10050,1,47591763,-122233290,9,24300,
48956241,9/8/2005,800000,,,1,2,1919,730,4800,1,47631327,-122278972,9,6300,
48956553,9/30/2005,635000,,,1,3,1927,1460,3600,2,47633126,-122279514,9,6300,
48956641,12/19/2005,970000,,,1.75,5,1913,1920,8400,2,47633587,-122283646,9,6300,
48957209,10/14/2005,695000,,,1,4,1914,1550,3150,2,47640085,-122350388,9,6000,
48957745,11/28/2005,760000,10/1/2001,545180,1.75,2,1940,1970,9702,1,47663629,-122276910,9,4100,
48957745,11/28/2005,760000,12/20/2002,657500,1.75,2,1940,1970,9702,1,47663629,-122276910,9,4100,
48957841,10/28/2005,400000,2/20/1997,159000,1,2,1906,1420,3685,1,47609411,-122292288,9,7800,
48958493,12/15/2005,299500,6/17/1997,143000,2,4,1958,1870,8700,1,47455983,-122275714,9,28300,
48958493,12/15/2005,299500,11/29/1999,164500,2,4,1958,1870,8700,1,47455983,-122275714,9,28300,
48959045,12/13/2005,304950,1/28/1994,114500,1.5,3,1963,1450,9167,1,47446618,-122281557,9,28402,
48959293,10/19/2005,260000,,,1,2,1951,860,17875,1,47447375,-122287878,9,28402,
48959461,9/13/2005,339000,,,1,2,1953,1200,6000,1,47583393,-122309851,9,9400,8
48959573,11/29/2005,391000,,,1,3,1925,1390,6000,2,47582215,-122295505,9,9500,2
48959837,9/12/2005,474900,4/23/1993,160000,1.75,3,1966,2320,7289,1,47658735,-122134286,9,22802,
48959929,11/30/2005,255000,4/2/1993,114000,1.75,3,1981,1080,6510,1,47374411,-122179976,9,29502,
48959929,11/30/2005,255000,2/20/1998,132000,1.75,3,1981,1080,6510,1,47374411,-122179976,9,29502,
48959929,11/30/2005,255000,4/25/2003,184950,1.75,3,1981,1080,6510,1,47374411,-122179976,9,29502,
48959933,9/16/2005,282650,,,2,3,1980,990,6790,1,47374631,-122179593,9,29502,
48960025,10/5/2005,235450,9/28/1990,109500,1.5,2,1983,1030,8489,2,47375887,-122181203,9,29502,
48960325,12/30/2005,912000,12/22/1989,350000,3,4,1973,3270,44431,2,47636327,-122156896,9,22801,
48960517,9/30/2005,505500,,,2.25,5,1967,3320,8538,2,47701158,-122283875,9,2200,
